%20141201~221624	%User ID,JU,JU Judy	%TU=00000362	%PT-BR	%Wordfast TM v.546/00	%EN-US	%-----------					                                                            .
20141202~064725	Judy	0	PT-BR	&tA;Análise de Cenários:	EN-US	&tA;Scenario Analysis:
20141202~064726	Judy	0	PT-BR	Compreende o consumo de energia medido pelos agentes vendedores e as &tA;perdas &tB;do sistema elétrico.	EN-US	It includes energy consumed as measured by the sellers, as well as system losses.
20141202~064726	Judy	0	PT-BR	ONS / Aneel&tA;	EN-US	ONS (National System Operator) / Aneel&tA;
20141202~064726	Judy	0	PT-BR	Capacidade instalada até 03/11/2014	EN-US	Installed capacity as of November 3, 2014
20141202~064726	Judy	0	PT-BR	&tA;A revisão quadrimestral prevê para 2014 uma carga de energia de 64.710 MW médios.	EN-US	&tA;The four-month review expects an average load of 64,710 MW in 2014.
20141202~064726	Judy	0	PT-BR	O acumulado até setembro, indica 61.623 MW médios.	EN-US	Data for YTD September showed an average of 61,623 MW.
20141202~064726	Judy	0	PT-BR	O observado está 5% inferior à previsão do ano.	EN-US	This is 5% below what had been expected for the year.
20141202~064726	Judy	0	PT-BR	&tA;Projeção da Capacidade Instalada no SIN&tB;2013 a 2018&tC;	EN-US	&tA;Projected Installed Capacity in the National Integrated System (SIN)&tB; 2013 - 2018&tC;
20141202~064726	Judy	0	PT-BR	Crescimento de 25% em 6 anos, sendo 60% hidráulico (18.781 MWm)	EN-US	25% growth in 6 years, 60% of this (18,781 MWm) hydro power
20141202~064726	Judy	0	PT-BR	&tA;Crescimento do consumo nos últimos &tB;5 anos&tC;	EN-US	&tA;Increased power consumption in the past &tB;5 years&tC;
20141202~064726	Judy	0	PT-BR	Observa-se um crescimento de 20% no consumo entre 2009 e 2013	EN-US	Between 2009 and 2013, energy consumption increased 20%
20141202~064726	Judy	0	PT-BR	Em 2014, o pico do consumo ocorreu em fevereiro com as temperaturas elevadas.	EN-US	Power consumption peaked in February 2014 due to high temperatures
20141202~064726	Judy	0	PT-BR	Taxa de crescimento do consumo de energia (2009 a 2013)	EN-US	Energy use growth rate (2009 - 2013)
20141202~064726	Judy	0	PT-BR	Observa-se uma redução do crescimento industrial desde 2012.	EN-US	Growth by manufacturing industry has slowed down since 2012.
20141202~064726	Judy	0	PT-BR	* Em 2014, o consumo de energia observado entre janeiro e setembro	EN-US	*2014, power consumption between January and September
20141202~064726	Judy	0	PT-BR	Efeito da crise de 2008	EN-US	Effects of the 2008 crisis
20141202~064726	Judy	0	PT-BR	Retomada do crescimento da economia brasileira	EN-US	Renewed growth of the Brazilian economy
20141202~064726	Judy	0	PT-BR	Representatividade do nível dos reservatórios por submercado	EN-US	Reservoir levels by sub-market
xx141201~222655	Judy	0	PT-BR	Sudeste e Nordeste representam quase 88% da capacidade total de armazenamento.	EN-US	The Southeast and Northeast account for almost 88% of the total stoage capacity.
20141202~064727	Judy	0	PT-BR	ONS &tA;	EN-US	ONS&tA;
20141202~064727	Judy	0	PT-BR	&tA;Nível dos Reservatórios&tB;Set/13 a Nov/14&tC;	EN-US	&tA;Reservoir Levels&tB; September 2013 - November 2014&tC;
20141202~064727	Judy	0	PT-BR	ONS (Nov/14 atualizado até 02/11) &tA;	EN-US	ONS (November 2013, updated through November 2)&tA;
20141202~064727	Judy	0	PT-BR	Com base na política energética de geração, o ONS estima para o fim do mês de novembro, para as regiões SE/CO e NE, um armazenamento de 15,6% e 11,4%, respectivamente.	EN-US	Based on the power generation policy, the ONS expects that by late November reservoirs in the SE/MW and NE will be at 15.6% and 11.4% of their capacity respectively.
20141202~064727	Judy	0	PT-BR	Nível dos Reservatórios - Consolidado	EN-US	Reservoir Levels - Consolidated
20141202~064727	Judy	0	PT-BR	&tA;Situação crítica no SIN:	EN-US	&tA;Critical situation in the National Integrated System:
20141202~064727	Judy	0	PT-BR	No histórico entre 2005 e 2014, o nível acumulado dos quatro submercados é o menor registrado, chegando a novembro com 22,9% da capacidade máxima.	EN-US	Looking back at the period between 2005 and 2014, reservoir levels in the four sub-markets are the lowest they have ever been, or 22.9% of the combined maximum capacity.
20141202~064727	Judy	0	PT-BR	* Foi analisado até o dia 2 de novembro de 2014	EN-US	* The period analyzed ended on November 2, 2014
20141202~064727	Judy	0	PT-BR	Variação do armazenamento	EN-US	Variation in storage levels
20141202~064727	Judy	0	PT-BR	&tA;Mesmo com as térmicas despachadas na capacidade máxima, o nível dos reservatórios permanece decrescendo, com exceção do Submercado Sul.	EN-US	&tA;Even with thermal power plants dispatched at their maximum capacity, reservoir levels continue to drop, with the exception of those in the South Sub-Market.
20141202~064727	Judy	0	PT-BR	No Sudeste, a variação foi de 6,7% entre outubro e novembro.	EN-US	In the Southeast levels dropped 6.7% between October and November.
20141202~064727	Judy	0	PT-BR	&tA;Vazões nos Rios (ENA) vs Média Histórica (MLT)&tB;Janeiro a Dezembro de 2014&tC;	EN-US	&tA;River flows (Natural Affluent Energy) vs. Historical Average (long-term average) &tB;January - December 2014&tC;
20141202~064727	Judy	0	PT-BR	No gráfico acima podemos ver a situação crítica da falta de chuvas nos Submercados SUDESTE/CENTRO-OESTE e NORDESTE, principalmente no início de janeiro e maio.	EN-US	The chart above shows how critical the lack of rainfall is in the SOUTHEAST/MIDDLE-WEST AND NORTHEAST sub-markets, especially in early January and May.
20141202~064727	Judy	0	PT-BR	Crescimento Geração Térmica	EN-US	Increased Thermal Generation
20141202~064727	Judy	0	PT-BR	&tA;Em 2014, a participação das fontes hidráulicas foi a menor verificada no país.	EN-US	&tA;In 2014, hydro power had the smallest ever share of energy generation in Brazil.
20141202~064727	Judy	0	PT-BR	As térmicas foram responsáveis por 22% da geração de energia elétrica.	EN-US	Thermal plants produced 22% of all the energy generated.
20141202~064727	Judy	0	PT-BR	*  Geração observada entre janeiro e setembro de 2014	EN-US	* Generation between January and September 2014
20141202~064727	Judy	0	PT-BR	ONS/ Estudo:	EN-US	ONS/Study:
20141202~064727	Judy	0	PT-BR	Comerc&tA;	EN-US	Comerc&tA;
20141202~064727	Judy	0	PT-BR	Vazão nos rios VS PLD SE/CO	EN-US	River flows vs. Spot Price SE/MW
20141202~064727	Judy	0	PT-BR	Histórico do PLD médio anual	EN-US	Annual mean spot price
20141202~064727	Judy	0	PT-BR	* Foi analisado no ano de 2014, o período  entre janeiro e outubro	EN-US	* January - October 2014
20141202~064727	Judy	0	PT-BR	Previsão para janeiro de 2015	EN-US	Forecast for January 2015
20141202~064727	Judy	0	PT-BR	* De Set/14 até Jan/2015 foi realizada uma projeção supondo que os valores do final de 2013 e do começo de janeiro de 2014 iriam se repetir	EN-US	* Projections for September 2014 to January 2015 assumed that the numbers for late 2014 and early January 2014 would repeat themselves
20141202~064728	Judy	0	PT-BR	Térmicas X PLD	EN-US	Thermal Plants x Spot Price
20141202~064728	Judy	0	PT-BR	Geração térmica crescente	EN-US	Increasing thermal generation
xx141201~223649	Judy	0	PT-BR	A geração térmica em 2014 chega ao máximo de 17.000 MWm.	EN-US	Thermal generationin 2014 reached a peak of 17,000 MWm.
20141202~064728	Judy	0	PT-BR	&tA;Térmicas despachadas pelo ONS no&tB;Sistema Interligado Nacional&tC;	EN-US	&tA;National Integrated System thermal power plants dispatched by the National System Operator
20141202~064728	Judy	0	PT-BR	As usinas térmicas despachadas pelo ONS compõem 25 GW de potência.	EN-US	The thermal power plants dispatched by the system operator add up to 25 GW of power.
20141202~064728	Judy	0	PT-BR	Risco de Racionamento?	EN-US	Risk of rationing?
20141202~064728	Judy	0	PT-BR	Risco de Racionamento da simulação do Newave (modelo de precificação) oficial de setembro/14	EN-US	Risk of rationing based on the official Newave (pricing model) simulation, September 2014
20141202~064728	Judy	0	PT-BR	Segundo o modelo, o ano de 2015 possui um risco de racionamento maior do que o ano de 2014 por falta de água	EN-US	According to the model, the risk of rationing due to water shortage is greater in 2015 than it was in 2014
20141202~064728	Judy	0	PT-BR	Risco de Racionamento da simulação do Newave (modelo de precificação) oficial de novembro/14	EN-US	Risk of rationing based on the official Newave (pricing model) simulation, November 2014
20141202~064728	Judy	0	PT-BR	Em dois meses, o risco de racionamento medido pelo modelo que gera o preço de curto prazo (PLD) passou de 17,7% para 23,4% no Sudeste.	EN-US	In two months, the risk of rationing in the Southeast as measured by the model that generates the sport price went from 17.7% to 23.4%
20141202~064728	Judy	0	PT-BR	&tA;2012:	EN-US	&tA;2012:
20141202~064728	Judy	0	PT-BR	Antecipação da Renovação das Concessões&tA;	EN-US	Early Concession Renewals&tA;
20141202~064728	Judy	0	PT-BR	&tA;Dia 23 de janeiro de 2013:	EN-US	&tA;January 23, 2013:
20141202~064728	Judy	0	PT-BR	MP 605/2013 e Decreto 7.891/2013&tA;	EN-US	Provisional Measure 605/2013 and Decree 7.891/2013&tA;
20141202~064728	Judy	0	PT-BR	Globo.com&tA;	EN-US	Globo.com&tA;
20141202~064728	Judy	0	PT-BR	Folha.com&tA;	EN-US	Folha.com&tA;
20141202~064728	Judy	0	PT-BR	Canal Energia&tA;	EN-US	Canal Energia&tA;
20141202~064728	Judy	0	PT-BR	CESP, CEMIG, COPEL e CELESC não aceitaram as condições oferecidas pelo Governo	EN-US	CESP, CEMIG, COPEL and CELESC refused to accept the terms offered by the government
20141202~064728	Judy	0	PT-BR	Total 24.022 MW - 100%	EN-US	Total 24,022 MW - 100%
20141202~064729	Judy	0	PT-BR	Sim – 15.334 MW – 64%	EN-US	Yes - 15,334 MW - 64%
20141202~064729	Judy	0	PT-BR	Não –   8.688 MW – 36%	EN-US	No - 8,688 MW - 36%
xx141201~224203	Judy	0	PT-BR	Transmissoras	EN-US	Transmisters
20141202~064729	Judy	0	PT-BR	Transmissoras	EN-US	Transmission companies
20141202~064730	Judy	0	PT-BR	Renovação	EN-US	Renewal
20141202~064729	Judy	0	PT-BR	CTEEP	EN-US	CTEEP
20141202~064729	Judy	0	PT-BR	Copel	EN-US	Copel
20141202~064729	Judy	0	PT-BR	Furnas	EN-US	Furnas
20141202~064729	Judy	0	PT-BR	Eletronorte	EN-US	Eletronorte
20141202~064729	Judy	0	PT-BR	Sim	EN-US	Yes
20141202~064729	Judy	0	PT-BR	Eletrosul	EN-US	Eletrosul
20141202~064729	Judy	0	PT-BR	CEEE-GT	EN-US	CEEE-GT
20141202~064729	Judy	0	PT-BR	Celg	EN-US	Celg
20141202~064729	Judy	0	PT-BR	Chesf	EN-US	Chesf
20141202~064729	Judy	0	PT-BR	Cemig	EN-US	Cemig
20141202~064729	Judy	0	PT-BR	Usina Hidrelétrica	EN-US	Hydro Plant
20141202~064729	Judy	0	PT-BR	Concessionária	EN-US	Concessionaire
20141202~064729	Judy	0	PT-BR	nº usinas	EN-US	# of Power Plants
20141202~064730	Judy	0	PT-BR	MW	EN-US	MW
20141202~064730	Judy	0	PT-BR	Cesp	EN-US	Cesp
20141202~064730	Judy	0	PT-BR	Emae	EN-US	Emae
20141202~064730	Judy	0	PT-BR	Celesc	EN-US	Celesc
20141202~064730	Judy	0	PT-BR	CPFL	EN-US	CPFL
20141202~064730	Judy	0	PT-BR	DMEPC	EN-US	DMEPC
20141202~064730	Judy	0	PT-BR	DME Ijuí	EN-US	DME Ijuí
20141202~064730	Judy	0	PT-BR	Quatiara	EN-US	Quatiara
20141202~064730	Judy	0	PT-BR	São Patrício	EN-US	São Patrício
20141202~064730	Judy	0	PT-BR	&tA;R$ 9,8 bilhões &tB;da CDE repassado às distribuidoras&tC;	EN-US	&tA;R$ 9.8 billion &tB;of the Energy Development Account (CDE) passed along to the distributors&tC;
20141202~064730	Judy	0	PT-BR	&tA;R$9 &tB;bilhões&tC; &tD;da CDE&tE;	EN-US	&tA;R$ 9 &tB;billion&tC; &tD;of the CDE&tE;
20141202~064730	Judy	0	PT-BR	&tA;2.000 MW médios de exposição.	EN-US	&tA;Average 2,000 MW exposure.
20141202~064730	Judy	0	PT-BR	O custo será repassado em até 5 anos às tarifas dos consumidores do mercado regulado, a partir de 2014.	EN-US	The cost will be passed along to regulated market consumers over a period of 5 years, starting in 2014.
20141202~064730	Judy	0	PT-BR	&tA;R$ 11,2 &tB;bilhões&tC; &tD;via financiamento pela CCEE (inicialmente foi anunciado R$8 bilhões)&tE;	EN-US	) financing (the initial announcement was R$ 8 billion)&tE;
20141202~064730	Judy	0	PT-BR	&tA;Em agosto foi aprovado novo empréstimo pela CCEE de &tB;R$6,6 &tC;bilhões&tD; &tE; &tF;(houve atraso na Liquidação Financeira das Distribuidoras)&tG;	EN-US	&tA;In August the CCEE approved a new &tB;R$ 6.6 &tC;billion&tD; loan &tE;&tF;(there was a delay in Financial Settlement of the Distributors)&tG;
20141202~064730	Judy	0	PT-BR	Esse valor será repassado às tarifas dos consumidores do mercado regulado em 2015	EN-US	This will be passed along to regulated market power bills in 2015.
20141202~064730	Judy	0	PT-BR	A amortização e juros do financiamento deverão ser repassados à tarifa nas revisões e reajustes tarifários, a partir de 2015	EN-US	Amortization and interest will be passed along to rates during rate reviews and adjustments, starting in 2015.
20141202~064730	Judy	0	PT-BR	Recursos às distribuidoras= R$36,6 bi	EN-US	Distributor funds - R$ 36.6 billion
20141202~064730	Judy	0	PT-BR	Como será ressarcido?	EN-US	How will this be reimbursed?
20141202~064730	Judy	0	PT-BR	Leilão A-1 (DEZ/13)	EN-US	A-1 Auction (December 2013)
20141202~064730	Judy	0	PT-BR	Leilão A-0 (ABR/14)	EN-US	A-0 Auction (April 2014)
20141202~064731	Judy	0	PT-BR	Exposição involuntária em 2014:	EN-US	Involuntary exposure in 2014:
20141202~064731	Judy	0	PT-BR	6.000 – 2.700 – 2.000 = 1.300 MW médios	EN-US	6,000 – 2,700 – 2,000 = 1,300 MW average
xx141201~224959	Judy	0	PT-BR	Descontratação das Distribuidoras	EN-US	De-contracting Distributors
20141202~064731	Judy	0	PT-BR	Descontratação das Distribuidoras	EN-US	Distributors without contractual coverage
20141202~064731	Judy	0	PT-BR	Reajuste tarifário 2014	EN-US	2014 rate adjustments
20141202~064731	Judy	0	PT-BR	&tA;Estudo:	EN-US	&tA;Study:
xx141201~225317	Judy	0	PT-BR	Considerando os níveis de reservatório para o Sudeste e a previsão de chuvas dentro da MLT (média histórica), e mesmo havendo a configuração do fenômeno climático El Niño, o que significa a incidência de muita chuva na América do Sul, essas precipitações não serão suficientes para recompor os reservatórios das hidrelétricas, que encontram-se em níveis muito baixos, conforme slide 9.	EN-US	As shown in chart 9, reservoir levels in the Southeast are extremelhy low and rainfall forecats are within the historical average. Given that, even if there is an El Niño (a climate phenomenon that causes high rainfall in South America), this wiol not be enough to recover hydro plant reservoirs.
20141202~064731	Judy	0	PT-BR	Como parte do “pacote” de medidas para equacionar o problema de descontratação das distribuidoras (slide 25), o Governo irá promover um leilão de venda de energia elétrica para as atendê-las em dezembro/2014, o que deverá provocar uma sensível redução na disponibilidade do produto.	EN-US	As part of the package of measures to address the problem of distributors without contractual coverage (chart 25), the Government will hold an energy auction in December 2014, which should significantly reduce the amount of energy available in the market.
xx141201~225526	Judy	0	PT-BR	&tA;A ANEEL divulgou a nota técnica n°86/2014-SEM/ANEEL  que resultou na Audiência Pública para discussão de um novo cálculo dos valores do PLD, cujo valor máximo está estimado em R$ 388,95, a ser confirmado no fim de novembro/14.	EN-US	&tA;ANEEL published Technical Note 86-SEM/ANEEL, which resulted in aPublic Hearing to discuss a new calculation of the values of the spot price. The ceiling is now estimated at R$ 388,95, to be confirmed by late November 2014.
20141202~064731	Judy	0	PT-BR	Ainda que haja essa redução, os preços de energia para o ano de 2015, até o momento, não sofreram nenhum impacto.	EN-US	Even if the spot price goes down, the price of energy in 2015 has not suffered any impact so far.
20141202~064731	Judy	0	PT-BR	Além disso, existe a chance de o ágio no mercado de curto prazo, para o ano de 2015, ser praticado em patamares acima do preço de energia de longo prazo comercializado atualmente (~R$ 440).	EN-US	Furthermore, there is a chance that in 2015 the premium in the spot or short term market will be above the current price in the long term market (~R$ 440,00).
20141202~064731	Judy	0	PT-BR	&tA;Recomendamos que a AMG Mineração efetue, com a maior brevidade possível a contratação de sua necessidade de energia elétrica para, pelo menos os próximos 3 anos, a partir de 2015.	EN-US	&tA;It is our recommendation that AMG Mineração contract its electric power needs for a three-year period starting in 2015 as soon as possible.
20141202~064731	Judy	0	PT-BR	Para que isso seja possível, sugerimos que a AMG e a Comerc elaborem e enviem para o mercado um processo de compra energia (RFQ), com vistas a obter ofertas que atendam suas necessidades.	EN-US	To do so, we suggest that our two companies collaborate and send out a Request for Quotes (RfQ), which should result in offers that meet your needs.
20141202~064731	Judy	0	PT-BR	H:\Análise Setorial\Banco de dados\Banco_de_dados_Capacidade_instalada_aneel_fev14.xlsx	EN-US	H:\Análise Setorial\Banco de dados\Banco_de_dados_Capacidade_instalada_aneel_fev14.xlsx
20141202~064722	Judy	0	PT-BR	H:\Análise Setorial\Panorama Semanal\Banco_dados_Nível_Reservatórios_2014.xlsx	EN-US	H:\Análise Setorial\Panorama Semanal\Banco_dados_Nível_Reservatórios_2014.xlsx
20141202~064722	Judy	0	PT-BR	H\Análise Setorial\Banco de dados\Banco_dados_ONS_GeraçãoTérmica_Reservatórios.xlsx	EN-US	H\Análise Setorial\Banco de dados\Banco_dados_ONS_GeraçãoTérmica_Reservatórios.xlsx
20141202~064722	Judy	0	PT-BR	H:\Análise Setorial\Inteligência da Informação\Apresentações\Climatologia Apresentação\Climatologia Apresentação\Cópia de Climatologia e PLD_ v2.xlsx	EN-US	H:\Análise Setorial\Inteligência da Informação\Apresentações\Climatologia Apresentação\Climatologia Apresentação\Cópia de Climatologia e PLD_ v2.xlsx
20141202~064722	Judy	0	PT-BR	&tA;Gráfico :	EN-US	&tA;Chart :
20141202~064722	Judy	0	PT-BR	Banco de dados_geração_histórica_ONS&tA;	EN-US	Banco de dados_geração_histórica_ONS&tA;
20141202~064722	Judy	0	PT-BR	&tA;H\&tB;AnáliseSetorial&tC;\&tD;Bancodedados&tE;\ Banco de dados_geração_histórica_ONS.xlsx&tF;	EN-US	&tA;H\&tB;AnáliseSetorial&tC;\&tD;Bancodedados&tE;\ Banco de dados_geração_histórica_ONS.xlsx&tF;
20141202~064723	Judy	0	PT-BR	PLDMensal2014.xlsx	EN-US	PLDMensal2014.xlsx
20141202~064723	Judy	0	PT-BR	H:\Análise Setorial\Banco de dados\PLDMensal2014.xlsx	EN-US	H:\Análise Setorial\Banco de dados\PLDMensal2014.xlsx
20141202~064723	Judy	0	PT-BR	&tA;H\&tB;AnaliseSetorial&tC;\&tD;Bandodedados&tE;\&tF;PLDs&tG; médios e ENA.xlsx&tH;	EN-US	&tA;H\&tB;AnaliseSetorial&tC;\&tD;Bandodedados&tE;\&tF;PLDs&tG; médios e ENA.xlsx&tH;
20141202~064723	Judy	0	PT-BR	esse	EN-US	esse
20141202~064723	Judy	0	PT-BR	H:\Análise Setorial\Banco de dados\Térmicas_Semi_Pirâmide.xlsx	EN-US	H:\Análise Setorial\Banco de dados\Térmicas_Semi_Pirâmide.xlsx
20141202~064727	Judy	0	PT-BR	Sudeste e Nordeste representam quase 88% da capacidade total de armazenamento.	EN-US	The Southeast and Northeast account for almost 88% of the total storage capacity.
20141202~064728	Judy	0	PT-BR	A geração térmica em 2014 chega ao máximo de 17.000 MWm.	EN-US	Thermal generation in 2014 reached a peak of 17,000 MWm.
20141202~064731	Judy	0	PT-BR	Considerando os níveis de reservatório para o Sudeste e a previsão de chuvas dentro da MLT (média histórica), e mesmo havendo a configuração do fenômeno climático El Niño, o que significa a incidência de muita chuva na América do Sul, essas precipitações não serão suficientes para recompor os reservatórios das hidrelétricas, que encontram-se em níveis muito baixos, conforme slide 9.	EN-US	As shown in chart 9, reservoir levels in the Southeast are extremely low and rainfall forecasts are within the historical average. Given that, even if there is an El Niño (a climate phenomenon that causes high rainfall in South America), this would not be enough to recover hydro plant reservoirs.
20141202~064731	Judy	0	PT-BR	&tA;A ANEEL divulgou a nota técnica n°86/2014-SEM/ANEEL  que resultou na Audiência Pública para discussão de um novo cálculo dos valores do PLD, cujo valor máximo está estimado em R$ 388,95, a ser confirmado no fim de novembro/14.	EN-US	&tA;ANEEL published Technical Note 86-SEM/ANEEL, which resulted in a Public Hearing to discuss a new calculation of the values of the spot price. The ceiling is now estimated at R$ 388,95, to be confirmed by late November 2014.
20141202~125026	Judy	0	PT-BR	Importação	EN-US	Imports
20141202~125030	Judy	0	PT-BR	Fotovoltaica	EN-US	Photovoltaic
20141202~125038	Judy	0	PT-BR	Óleo Combustível / Diesel	EN-US	Fuel Oil/Diesel
20141202~125040	Judy	0	PT-BR	Biomassa	EN-US	Biomass
20141202~125054	Judy	0	PT-BR	Gás/Gás Natural Liquefeito (GNL)	EN-US	Gas/LNG
20141202~125055	Judy	0	PT-BR	Nuclear	EN-US	Nuclear
20141202~125057	Judy	0	PT-BR	Hidráulica	EN-US	Hydro
20141202~125106	Judy	0	PT-BR	Capacidade Instalada x Carga de Energia	EN-US	Installed Capacity x Energy Load
20141202~125115	Judy	0	PT-BR	Crescimento do consumo de energia elétrica de 2008 até 2013	EN-US	Incrase in the consumption of electric power between 2008 and 2013
20141202~125128	Judy	0	PT-BR	Residencial	EN-US	Residential
20141202~125128	Judy	0	PT-BR	Industrial	EN-US	Industrial
20141202~125136	Judy	0	PT-BR	Taxa de crescimento do consumo de energia por classe	EN-US	Energy use growth rate by category
20141202~125145	Judy	0	PT-BR	Participação na Geração entre 2000 e 2014	EN-US	Share of energy generated between 2000 and 2014
20141202~125203	Judy	0	PT-BR	Geração vs Consumo de janeiro de 2014 até janeiro de 2015	EN-US	Energy generated vs. energy consumed, January 2014 - January 2015
20141202~125210	Judy	0	PT-BR	Necessidade hidrotérmica	EN-US	Need for hydrothermal energy
20141202~125222	Judy	0	PT-BR	Térmica	EN-US	Thermal
20141202~141501	Judy	0	PT-BR	PLD (Preço de Liquidação das Diferenças)	EN-US	PLD (Price for Settling Differences) (Spot price)
20141202~141502	Judy	0	PT-BR	PLD - 1ª Semana de Dezembro de 2014	EN-US	PLD - 1st week of December 2014
20141202~141502	Judy	0	PT-BR	Dezembro	EN-US	December
20141202~141502	Judy	0	PT-BR	(29.11.2014 a 05.12.2014)	EN-US	(29-Nov-2014 - 05-Dec-2014)
20141202~141503	Judy	0	PT-BR	PLD médio 1	EN-US	Average PLD (Short Term Price) 1
20141202~141508	Judy	0	PT-BR	PLD médio 2	EN-US	Average PLD (Short Term Price) 2
20141202~141511	Judy	0	PT-BR	&tA;Sem.	EN-US	&tA;Week
20141202~141515	Judy	0	PT-BR	2*&tA;	EN-US	2*&tA;
20141202~141517	Judy	0	PT-BR	3 &tA;	EN-US	3 &tA;
20141202~141523	Judy	0	PT-BR	Sem.5	EN-US	Week 5
20141202~141531	Judy	0	PT-BR	Sudeste	EN-US	Southwest
20141202~141533	Judy	0	PT-BR	Sul	EN-US	South
20141202~141541	Judy	0	PT-BR	Norte	EN-US	North
20141202~141608	Judy	0	PT-BR	Preço médio é a média ponderada dos valores divulgados do PLD pelas horas do período, no caso, nas duas semanas de novembro.	EN-US	The average price is the weighted average of the announced PLD xXXX
20141202~141623	Judy	0	PT-BR	Preço médio supondo que o último PLD publicado se estenda pelas semanas restantes.	EN-US	The average price assumes that the last published PLD extends for the remaining weeks
20141202~141642	Judy	0	PT-BR	* PLD da semana 2 será divulgado no dia 05/12/2014	EN-US	* The PLD for week 2 will be disclosed on 5-Dec-14
20141202~141650	Judy	0	PT-BR	PLD semanal novembro/2014	EN-US	Weekly PLD, November 2014
20141202~141654	Judy	0	PT-BR	Estudos Comerc&tA;	EN-US	Comerc Studies&tA;
20141202~141718	Judy	0	PT-BR	&tA;O PLD reduziu na primeira semana de dezembro em função da expectativa de melhores afluências, conforme divulgado no &tB;Informativo PLD&tC; .	EN-US	&tA;The PLD dropped in the frist week of December due to the expectation of increased affluence, as disclosed in the &tB;PLD Info Memo&tC;.
20141202~141857	Judy	0	PT-BR	O período da semana operativa começou no dia 29 de novembro e termina dia 05 de dezembro.	EN-US	The operating week started on November 23 and ended on December 5.
20141202~142540	Judy	0	PT-BR	Por isso, os últimos dois dias de novembro tiveram redução de 30% e influenciaram na redução da média mensal de R$822,83/MWh para R$804,54/MWh.	EN-US	Prices were down 30% in the last two days of November, dropping the monthly average from R$ 822,83/MWh to R$ 804,54.
20141202~142708	Judy	0	PT-BR	Leilão A-5 negocia 2.742,5 MW médios	EN-US	An average of 2,742.5 MW were traded during the A-5 Auction
20141202~142731	Judy	0	PT-BR	&tA;O 20º Leilão de Energia Nova realizado pela Aneel hoje, 28, habilitou 29.242 MW médios.	EN-US	&tA;The 20th New Energy Auction held by Aneel today (November 28), qualified an average of 29,242 MW.
20141202~142800	Judy	0	PT-BR	No entanto, este montante representa apenas 17% da capacidade instalada dos 821 projetos habilitados para o leilão, entre fontes eólicas, solar, hidroelétrica, biomassa, gás natural e carvão.	EN-US	However, this is only 17% of the total capacity of the 821 projects that qualified for the auction - wind, soalr, hydro, biomass, natural gas and coal sourced plants.
20141202~142929	Judy	0	PT-BR	&tA;O certame negociou 2.742,5 MW médios de energia e 4.979 MW de potência instalada, com pequeno deságio em relação ao preço teto.	EN-US	&tA;During the aucton an average of 2,742.5 MW of energy and 4,979 MW of power were traded at a small discount compared to the ceiling price.
20141202~143021	Judy	0	PT-BR	O preço médio ficou em R$196,11/MWh.	EN-US	The average price was R$ 196,11/MWh.
20141203~135910	Judy	0	PT-BR	Confira a seguir os valores por modalidade:	EN-US	Below are the values for each source
20141203~135916	Judy	0	PT-BR	&tA;Energia térmica:	EN-US	&tA;Thermal Energy:
